elapsed_sec,x,y,z,distance_to_goal,path_length,path_efficiency,min_obstacle_distance,success
2957.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2958.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2959.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2960.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2961.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2962.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2963.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2964.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2965.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2966.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2967.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2968.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2969.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2970.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2971.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2972.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2973.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2974.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2975.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2976.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2977.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2978.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2979.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2980.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2981.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2982.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2983.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2984.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2985.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2986.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2987.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2988.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2989.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2990.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2991.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2992.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2993.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2994.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2995.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2996.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2997.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2998.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
2999.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3000.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3001.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3002.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3003.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3004.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3005.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3006.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3007.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3008.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3009.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3010.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3011.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3012.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3013.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3014.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3015.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3016.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3017.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3018.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3019.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3020.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3021.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3022.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3023.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3024.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3025.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3026.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3027.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3028.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3029.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3030.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3031.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3032.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3033.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3034.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3035.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3036.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3037.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3038.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3039.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3040.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3041.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3042.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3043.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3044.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3045.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3046.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3047.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3048.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3049.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3050.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3051.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3052.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3053.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3054.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3055.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3056.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3057.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3058.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3059.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3060.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3061.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3062.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3063.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3064.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3065.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3066.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3067.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3068.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3069.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3070.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3071.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3072.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3073.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3074.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3075.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3076.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3077.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3078.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3079.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3080.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3081.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3082.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3083.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3084.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3085.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3086.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3087.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3088.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3089.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3090.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3091.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3092.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3093.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3094.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3095.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3096.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3097.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
3098.01,1.792,13.950,-0.174,15.501,1681.210,0.005,0.204,1
